CCAA;Ciudad;Universidad;Grupo;URL grupo;Nombre y Apellidos;Posición;Afiliación;Genero;Año de la primera publicación;Documentos por autor (1er tema al que más ha contribuido) en Scopus;1er tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 1er tema;Documentos por autor (2do tema al que más ha contribuido) en Scopus;2do tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 2do tema;ScopusID;ScopusID URL;WOS ResearcherID;Orcid;GoogleScholar;Balz;Citaciones GS;h-index GS;i10-index GS;Citaciones desde 2018 GS;h-index desde 2018 GS;i10-index desde 2018;Citaciones Scopus;Documentos citados Scopus;h-index Scopus;Numero de documentos Scopus;co-autores Scopus;Scopus tot citations / tot coauthors;Mean H-index Scopus-Google;Mean citations Scopus-Google
Castilla y León;Valladolid;Universidad de Valladolid;Servicios y Redes de Comunicación - SRC;https://investigacion.uva.es/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=316&idioma=es;Belén Carro Martinez;Catedrática;;1;1998;6;"Intrusion Detection System; Network Security; Denial-Of-Service Attack        ";2,19;1;"Twitter; Human Influenza; Social Media";1,58;6507185110;https://www.scopus.com/authid/detail.uri?authorId=6507185110;L-7094-2014;https://orcid.org/0000-0001-7051-8479;https://scholar.google.com/citations?hl=en&user=e8II1d8AAAAJ;;3583;29;47;2664;24;37;2365;2092;23;77;109;22;26;2974
Castilla y León;Valladolid;Universidad de Valladolid;Codificación de la información y criptografía (GIR);https://investigacion.uva.es/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=64&idioma=es;Ángela Isabel Barbero Díez;Titular;;;1995;1;"Cryptosystem; Quantum Cryptography; Quasi-cyclic Codes";0,98;0;NA;0;56234974600;https://www.scopus.com/authid/detail.uri?authorId=56234974600;L-2587-2017;https://orcid.org/0000-0002-2042-8288;NA;;0;0;0;0;0;0;156;140;7;27;16;10;7;156
Castilla y León;Madrid;Repsol;;;Manuel López Martín;Deep Learning Scientist;Research Associate UVA;;2017;6;"Intrusion Detection System; Network Security; Denial-Of-Service Attack";1,19;2;"Electric Power Plant Loads; Electricity Price; Power Markets";1,68;57195495275;https://www.scopus.com/authid/detail.uri?authorId=57195495275;AAO-5602-2020;https://orcid.org/0000-0003-3550-560X;https://scholar.google.com/citations?hl=en&user=3RSZbOYAAAAJ;;1347;14;18;1344;14;18;950;832;12;19;11;86;13;1148,5
Castilla y León;Valladolid;Universidad de Valladolid;;;Plantilla:;1;Mujeres:;1;0;;"Intrusion Detection System; Network Security; Denial-Of-Service Attack; Cryptosystem; Quantum Cryptography; Quasi-cyclic Codes; Intrusion Detection System; Network Security; Denial-Of-Service Attack";1,69;;"Twitter; Human Influenza; Social Media; Electric Power Plant Loads; Electricity Price; Power Markets";1,086666667;;;;;;;;;;;;;1157;;14;41;;39;15;1426
Castilla y León;Salamanca;Universidad de Salamanca;Bioinformática, Sistemas Informáticos Inteligentes y Tecnología Educativa - BISITE;https://bisite.usal.es/es/grupo/equipo;Juan Manuel Corchado;Catedrático;;;1997;27;"Virtual Organization; Artificial Intelligence; Social Computing";1,45;27;"Demand Response; Demand Side Management; Energy Conservation";1,42;7006360842;https://www.scopus.com/authid/detail.uri?authorId=7006360842;GBI-6248-2022;https://orcid.org/0000-0002-2829-1829;https://scholar.google.es/citations?user=j7syrnkAAAAJ&hl=en;;38647;111;635;20896;71;419;9671;5811;52;695;618;16;81,5;24159
Castilla y León;Salamanca;Universidad de Salamanca;Bioinformática, Sistemas Informáticos Inteligentes y Tecnología Educativa - BISITE;https://bisite.usal.es/es/grupo/equipo;Fernando de la Prieta Pintado;Titular;;;2010;10;"Virtual Organization; Artificial Intelligence; Social Computing";1,45;4;"HVAC; Intelligent Buildings; Sensor";1,32;36170379700;https://www.scopus.com/authid/detail.uri?authorId=36170379700;H-4738-2015;https://orcid.org/0000-0002-8239-5020;https://scholar.google.es/citations?user=HJ7TKlYAAAAJ&hl=es;;4291;33;73;3717;29;59;1872;1486;21;190;213;9;27;3081,5
Castilla y León;Salamanca;Universidad de Salamanca;Bioinformática, Sistemas Informáticos Inteligentes y Tecnología Educativa - BISITE;https://bisite.usal.es/es/grupo/equipo;Javier Prieto Tejedor;Titular;;;2009;15;"Virtual Organization; Artificial Intelligence; Social Computing";1,45;7;"Bitcoin; Ethereum; Internet Of Things";2,57;56269844200;https://www.scopus.com/authid/detail.uri?authorId=56269844200;H-3704-2015;https://orcid.org/0000-0001-8175-2201;https://scholar.google.es/citations?user=6LYdZEQAAAAJ&hl=es;;4031;35;72;3512;32;63;1894;1427;24;114;153;12;29,5;2962,5
Castilla y León;Salamanca;Universidad de Salamanca;;;Plantilla:;3;Mujeres:;0;0;;"Virtual Organization; Artificial Intelligence; Social Computing; Virtual Organization; Artificial Intelligence; Social Computing; Virtual Organization; Artificial Intelligence; Social Computing";1,45;;"Demand Response; Demand Side Management; Energy Conservation; HVAC; Intelligent Buildings; Sensor; Bitcoin; Ethereum; Internet Of Things";1,77;;;;;;;;;;;;;4479;;32;333;;12;46;10068
Castilla y León;Burgos;Universidad de Burgos;Inteligencia Computacional Aplicada;https://investigacion.ubu.es/grupos/1830/detalle;Álvaro Herrero Cosío;Catedrático;;;2005;13;"Artificial Neural Network; Hebbian Learning; Connectionist";0,86;5;"Android; Permission; Drebrins";1,46;8892618100;https://www.scopus.com/authid/detail.uri?authorId=8892618100;C-7404-2009;https://orcid.org/0000-0002-2444-5384;https://scholar.google.es/citations?hl=es&user=RBTFybkAAAAJ&view_op=list_works&sortby=pubdate;;1631;21;39;839;15;26;924;693;17;159;117;8;19;1277,5
Castilla y León;Burgos;Universidad de Burgos;Inteligencia Computacional Aplicada;https://investigacion.ubu.es/grupos/1830/detalle;Nuño Basurto Hornillos;Profesor Ayudante Doctor;;;2019;4;"Mobile Robots; Fault Detection and Isolation; Fault Detection";4,22;2;"Imbalanced Data; Cost-Sensitive Learning; Data Classification";1,43;57208838471;https://www.scopus.com/authid/detail.uri?authorId=57208838471;FZU-5034-2022;https://orcid.org/0000-0001-7289-4689;https://scholar.google.es/citations?user=Sn6m6egAAAAJ&hl=es;;67;4;2;67;4;2;40;36;3;18;20;2;3,5;53,5
Castilla y León;Burgos;Universidad de Burgos;Inteligencia Computacional Aplicada;https://investigacion.ubu.es/grupos/1830/detalle;Roberto Casado-Vara;Profesor Ayudante Doctor;;;2018;13;"Virtual Organization; Artificial Intelligence; Social Computing";1,45;5;"Bitcoin; Ethereum; Internet Of Things";2,57;57202513399;https://www.scopus.com/authid/detail.uri?authorId=57202513399;T-6902-2019;https://orcid.org/0000-0003-0198-696X;https://scholar.google.com/citations?hl=es&user=IVtROtIAAAAJ&view_op=list_works&sortby=pubdate;;2454;23;33;2419;23;33;1020;777;15;61;78;13;19;1737
Castilla y León;Burgos;Universidad de Burgos;;;Plantilla:;3;Mujeres:;0;2;;"Artificial Neural Network; Hebbian Learning; Connectionist; Mobile Robots; Fault Detection and Isolation; Fault Detection; Virtual Organization; Artificial Intelligence; Social Computing";2,18;;"Android; Permission; Drebrins; Imbalanced Data; Cost-Sensitive Learning; Data Classification; Bitcoin; Ethereum; Internet Of Things";1,82;;;;;;;;;;;;;661;;12;79;;8;14;1023
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Miquel Soriano;Catedrático;;;1992;1;"Anonymization; K-Anonymity; Big Data";0,8;0;NA;0;7005888433;https://www.scopus.com/authid/detail.uri?authorId=7005888433;M-2792-2014;https://orcid.org/0000-0003-0457-8531;https://scholar.google.com/citations?hl=en&user=lj39RwQAAAAJ;;1847;23;54;523;12;16;787;679;17;110;53;15;20;1317
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Óscar Esparza;Associate Professor;;;2003;1;"Bitcoin; Ethereum; Internet Of Things";2,57;1;"Semantic Web; Artificial Intelligence; Ontology";0,5;55933071200;https://www.scopus.com/authid/detail.uri?authorId=55933071200;H-5743-2015;https://orcid.org/0000-0002-2593-0162;https://scholar.google.com/citations?hl=en&user=8xBoUTMAAAAJ;;922;16;31;210;7;5;576;482;13;69;51;11;14,5;749
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Jose Luis Muñoz-Tapia;Titular d'universitat;;;2002;1;"Fog Computing; Network Protocol; Internet of Things";1,86;1;"Internet Protocols; Internet Service Providers; Dual";0,6;35230558200;https://www.scopus.com/authid/detail.uri?authorId=35230558200;C-9048-2016;https://orcid.org/0000-0001-6442-437X;https://scholar.google.com/citations?hl=en&user=tDeH4qEAAAAJ;;1269;19;42;449;9;9;631;522;14;69;44;14;16,5;950
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Juan Bautista Hernández Serrano;Professor agregat;;;2003;1;"Bitcoin; Ethereum; Internet Of Things";2,57;1;"Fog Computing; Network Protocol; Internet of Things";1,86;8907731000;https://www.scopus.com/authid/detail.uri?authorId=8907731000;M-2176-2014;https://orcid.org/0000-0001-5225-7404;https://scholar.google.com/citations?hl=en&user=M3isOgUAAAAJ;;1083;18;24;398;10;12;449;400;12;39;49;9;15;766
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Olga León Abarca;Professora agregat;;1;2001;1;"Fog Computing; Network Protocol; Internet of Things";1,86;1;"Cognitive Radio Networks; Attack; Falsification";0,82;24468767000;https://www.scopus.com/authid/detail.uri?authorId=24468767000;DVD-5827-2022;https://orcid.org/0000-0003-2869-051X;not found;;not found;not found;not found;not found;not found;not found;281;246;7;17;25;11;7;281
Cataluña;Barcelona;Universitat Politècnica de Catalunya;ISG - Information Security Group;https://futur.upc.edu/ISG;Marcel Fernández Muñoz;Titular d'universitat;;;2002;7;"Broadcast Encryption; Traitor Tracing; Key Distribution";0,57;1;"Acyclic Coloring; Coloring; Chromatic Index";0,59;7403379154;https://www.scopus.com/authid/detail.uri?authorId=7403379154;CPN-8941-2022;https://orcid.org/0000-0001-7655-135X;not found;;not found;not found;not found;not found;not found;not found;191;151;8;61;24;8;8;191
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Jorge Luis Villar;Titular d'Universitat;;;1990;2;"Authentication; Electronic Cash; Revocation";1,01;0;NA;0;7201788341;https://www.scopus.com/authid/detail.uri?authorId=7201788341;C-5994-2018;https://orcid.org/0000-0003-1607-3792;https://scholar.google.com/citations?hl=en&user=PvG55bwAAAAJ;;994;15;20;411;8;7;510;461;10;32;29;18;12,5;752
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Carles Padró Laimon;Titular d'Universitat;;;1995;4;"Visual Cryptography; Secret Sharing Scheme; Access Structure";0,66;0;NA;0;7003475400;https://www.scopus.com/authid/detail.uri?authorId=7003475400;AAA-5423-2019;https://orcid.org/0000-0002-8644-5929;https://scholar.google.com/citations?user=M3i-3uMAAAAJ&hl=en&oi=ao;;2198;25;43;691;16;22;1165;684;18;80;48;24;21,5;1681,5
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Maria Paz Morillo Bosch;Titular d'Universitat;;1;1989;3;"Electronic Voting; Security Protocols; Cryptography";0,88;1;"Homomorphic Encryption; Computer Security; Lattice Ideal";1,29;6602674440;https://www.scopus.com/authid/detail.uri?authorId=6602674440;DJN-1878-2022;https://orcid.org/0000-0002-0063-2716;https://scholar.google.com/citations?user=p6cLktAAAAAJ&hl=en&oi=ao;;1014;19;28;271;9;9;462;418;11;35;24;19;15;738
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Germán Sâez Moreno;Titular d'Universitat;;;1998;1;"Visual Cryptography; Secret Sharing Scheme; Access Structure";0,66;0;NA;0;7005090841;https://www.scopus.com/authid/detail.uri?authorId=7005090841;R-6718-2019;https://orcid.org/0000-0002-7463-7173;https://scholar.google.com/citations?hl=en&user=1HqhP2QAAAAJ;;1334;18;29;246;8;7;641;526;12;34;10;64;15;987,5
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Sebastiá Martín Mollevi;Titular d'Universitat;;;2000;2;"Visual Cryptography; Secret Sharing Scheme; Access Structure";0,66;0;NA;0;55450106900;https://www.scopus.com/authid/detail.uri?authorId=55450106900;AAA-5437-2019;https://orcid.org/0000-0002-9799-6793;not found;;not found;not found;not found;not found;not found;not found;78;72;5;17;11;7;5;78
Cataluña;Barcelona;Universitat Politècnica de Catalunya;MAK - Mathematics Applied to Cryptography;https://futur.upc.edu/MAK;Javier Herranz Sotoca;Professor Agregat;;;2002;2;"Electronic Voting; Security Protocols; Cryptography";0,88;2;"Public Key Encryption; Related-Key Attack; Leakage";0,86;22979587000;https://www.scopus.com/authid/detail.uri?authorId=22979587000;J-9700-2012;https://orcid.org/0000-0001-5141-7234;https://scholar.google.com/citations?hl=en&user=DXl361kAAAAJ;;3056;28;56;885;15;27;1717;1431;20;77;44;39;24;2386,5
Cataluña;Barcelona;Universitat Politecnica de Catalunya;SISCOM - Smart Services for Information Systems and Communication Networks;https://siscom.upc.edu/en;Jordi Forné Muñoz;Catedrático;;;1993;9;"Anonymization; K-Anonymity; Big Data";0,8;5;"Web Tracking; Fingerprinting; Online Advertising";1,59;6603223107;https://www.scopus.com/authid/detail.uri?authorId=6603223107;L-1557-2014;https://orcid.org/0000-0002-8401-3292;https://scholar.google.com/citations?hl=en&user=HkTYfIAAAAAJ;;2196;26;61;832;15;27;1148;857;19;112;166;7;22,5;1672
Cataluña;Barcelona;Universitat Politecnica de Catalunya;SISCOM - Smart Services for Information Systems and Communication Networks;https://siscom.upc.edu/en;Javier Parra-Arnau;RyC;;;2009;6;"Web Tracking; Fingerprinting; Online Advertising";1,59;2;"Private Information Retrieval; Messages; Single Server";1,98;35111669300;https://www.scopus.com/authid/detail.uri?authorId=35111669300;AAC-2935-2020;https://orcid.org/0000-0002-1772-1088;https://scholar.google.es/citations?user=WHT1tcYAAAAJ&hl=en;;985;19;25;592;13;18;502;382;13;41;43;12;16;743,5
Cataluña;Paris, Francia;Institut Polytechnique de Paris;;;Joaquin Garcia-Alfaro;Professor;Fellow Distinguished Researcher UPC;;2004;10;"Networked Control Systems; Denial-Of-Service Attack; Attack";1,72;9;"Network Security; Vulnerability; Attack";0,9;35728420300;https://www.scopus.com/authid/detail.uri?authorId=35728420300;A-4500-2008;https://orcid.org/0000-0002-7453-4393;https://scholar.google.com/citations?hl=en&user=2XOGqtsAAAAJ&view_op=list_works&sortby=pubdate;;3620;31;98;1414;16;43;1273;1000;19;171;141;9;25;2446,5
Cataluña;London, Reino Unido;University of East London;;;Amin Karami;Senior Lecturer;Doctorado y PostDoc UPC;;2014;1;"Intrusion Detection System; Network Security; Denial-Of-Service Attack";2,19;1;"Fog Computing; Network Protocol; Internet of Things";1,86;56428767000;https://www.scopus.com/authid/detail.uri?authorId=56428767000;N-4507-2017;https://orcid.org/0000-0003-3635-513X;https://scholar.google.com/citations?user=8QxD8dkAAAAJ&hl=en;;901;12;14;694;11;12;378;324;9;15;16;24;10,5;639,5
Cataluña;Barcelona;Universitat Politecnica de Catalunya;;;Plantilla:;15;Mujeres:;2;0;;"Anonymization; K-Anonymity; Big Data; Bitcoin; Ethereum; Internet Of Things; Fog Computing; Network Protocol; Internet of Things; Bitcoin; Ethereum; Internet Of Things; Fog Computing; Network Protocol; Internet of Things; Broadcast Encryption; Traitor Tracing; Key Distribution; Authentication; Electronic Cash; Revocation; Visual Cryptography; Secret Sharing Scheme; Access Structure; Electronic Voting; Security Protocols; Cryptography; Visual Cryptography; Secret Sharing Scheme; Access Structure; Visual Cryptography; Secret Sharing Scheme; Access Structure; Electronic Voting; Security Protocols; Cryptography; Anonymization; K-Anonymity; Big Data; Web Tracking; Fingerprinting; Online Advertising; Networked Control Systems; Denial-Of-Service Attack; Attack; Intrusion Detection System; Network Security; Denial-Of-Service Attack";1,33;;"Semantic Web; Artificial Intelligence; Ontology; Internet Protocols; Internet Service Providers; Dual; Fog Computing; Network Protocol; Internet of Things; Cognitive Radio Networks; Attack; Falsification; Acyclic Coloring; Coloring; Chromatic Index; Homomorphic Encryption; Computer Security; Lattice Ideal; Public Key Encryption; Related-Key Attack; Leakage; Web Tracking; Fingerprinting; Online Advertising; Private Information Retrieval; Messages; Single Server; Network Security; Vulnerability; Attack; Fog Computing; Network Protocol; Internet of Things";1,17;;;;;;;;;;;;;674;;13;61;;18;16;1024
Cataluña;Barcelona;Universidad Autónoma de Barcelona;Seguridad de Redes y Aplicaciones Distribuidas - SeNDA;https://senda.uab.cat/people.html;Sergi Robles Martínez;Titular;;;1999;6;"Delay Tolerant Networks; Routing; Routing Protocols";0,69;1;"Bitcoin; Ethereum; Internet Of Things";2,57;7007003912;https://www.scopus.com/authid/detail.uri?authorId=7007003912;Y-3052-2019;https://orcid.org/0000-0002-9924-2477;https://scholar.google.es/citations?user=MWji484AAAAJ&hl=en;;1400;18;39;584;11;12;604;494;13;58;62;10;15,5;1002
Cataluña;Barcelona;Universidad Autónoma de Barcelona;Seguridad de Redes y Aplicaciones Distribuidas - SeNDA;https://senda.uab.cat/people.html;Carlos Borrego Iglesias;Profesor Agregado;;;2009;16;"Delay Tolerant Networks; Routing; Routing Protocols";0,69;1;"Bitcoin; Ethereum; Internet Of Things";2,57;36443216300;https://www.scopus.com/authid/detail.uri?authorId=36443216300;FZP-9859-2022;https://orcid.org/0000-0002-9452-9970;https://scholar.google.es/citations?hl=es&user=cZCqmR8AAAAJ;;718;14;16;619;12;13;322;270;9;35;36;9;11,5;520
Cataluña;Barcelona;Universidad Autónoma de Barcelona;Seguridad de Redes y Aplicaciones Distribuidas - SeNDA;https://senda.uab.cat/people.html;Jordi Herrera Joancomartí;Profesor Agregado;;;1998;9;"Bitcoin; Ethereum; Internet Of Things";2,57;2;"Anonymization; Graph; Anonymous Networks";0,88;6507717344;https://www.scopus.com/authid/detail.uri?authorId=6507717344;B-8627-2009;https://orcid.org/0000-0002-4935-4681;https://scholar.google.com/citations?user=l3_SR-gAAAAJ&hl=es;;2704;29;54;1475;20;30;1256;1089;20;87;46;27;24,5;1980
Cataluña;Barcelona;Universidad Autónoma de Barcelona;Seguridad de Redes y Aplicaciones Distribuidas - SeNDA;https://senda.uab.cat/people.html;Guillermo Navarro Arribas;Profesor Agregado;;;2009;7;"Bitcoin; Ethereum; Internet Of Things";2,57;3;"Anonymization; K-Anonymity; Big Data";0,8;23467377900;https://www.scopus.com/authid/detail.uri?authorId=23467377900;K-1665-2014;https://orcid.org/0000-0003-3535-942X;https://scholar.google.com/citations?user=V5m3WZkAAAAJ&hl=es;;1593;22;40;809;13;18;695;575;16;87;52;13;19;1144
Cataluña;Barcelona;Universidad Autónoma de Barcelona;Seguridad de Redes y Aplicaciones Distribuidas - SeNDA;https://senda.uab.cat/people.html;Cristina Pérez-Solà;Profesor Agregado;;1;2010;10;"Bitcoin; Ethereum; Internet Of Things";2,57;2;"Online Social Networks; Privacy Policies; Data Privacy";1;45861254600;https://www.scopus.com/authid/detail.uri?authorId=45861254600;AAC-6445-2019;https://orcid.org/0000-0001-7534-1326;https://scholar.google.com/citations?user=L8dhqAsAAAAJ&hl=es;;979;14;15;904;13;15;390;355;10;30;31;13;12;684,5
Cataluña;Barcelona;Universidad Autónoma de Barcelona;;;Plantilla:;5;Mujeres:;1;0;;"Delay Tolerant Networks; Routing; Routing Protocols; Delay Tolerant Networks; Routing; Routing Protocols; Bitcoin; Ethereum; Internet Of Things; Bitcoin; Ethereum; Internet Of Things; Bitcoin; Ethereum; Internet Of Things";1,36;;"Bitcoin; Ethereum; Internet Of Things; Bitcoin; Ethereum; Internet Of Things; Anonymization; Graph; Anonymous Networks; Anonymization; K-Anonymity; Big Data; Online Social Networks; Privacy Policies; Data Privacy";1,56;;;;;;;;;;;;;653;;14;59;;14;17;1066
Cataluña;Lleida;Universitat de Lleida;Criptografia i Grafs - C&G;http://www.cig.udl.cat/;Josep Mª Miret;Catedrático;;;1986;2;"Quantum Cryptography; Elliptic Curves; Diffie-Hellman";1,39;1;"Advanced Metering Infrastructures; Internet Of Things; Privacy Preserving        ";1,27;7003512710;https://www.scopus.com/authid/detail.uri?authorId=7003512710;K-9274-2017;https://orcid.org/0000-0003-4631-4294;https://scholar.google.com/citations?user=N3z3PfcAAAAJ&hl=en&oi=ao;;547;13;22;194;7;1;225;153;9;52;37;6;11;386
Cataluña;Lleida;Universitat de Lleida;Criptografia i Grafs - C&G;http://www.cig.udl.cat/;Francesc Sebé Feixas;Catedrático;;;2009;3;"Network Security; Location Privacy; Revocation";1,72;3;"Authentication; Electronic Cash; Revocation";1,01;6603146928;https://www.scopus.com/authid/detail.uri?authorId=6603146928;K-5476-2017;https://orcid.org/0000-0002-7217-5227;not found;;not found;not found;not found;not found;not found;not found;1237;1043;17;77;51;24;17;1237
Cataluña;Lleida;Universitat de Lleida;Criptografia i Grafs - C&G;http://www.cig.udl.cat/;Jordi Pujolàs Boix;Profesor Agregado;;;2005;1;"Quantum Cryptography; Elliptic Curves; Diffie-Hellman";1,39;2;"Restricted Edge Connectivity; Fault Tolerance; Digraph";0,47;26635642300;https://www.scopus.com/authid/detail.uri?authorId=26635642300;T-1264-2019;https://orcid.org/0000-0002-1192-8192;https://scholar.google.com/citations?hl=en&user=z5x8QqgAAAAJ;;205;7;6;62;4;0;83;64;5;21;19;4;6;144
Cataluña;Mollerussa, Catalonia;Aquiles Solutions;;;Ricard Borges i Llorens;Software Engineer;Doctorado en UDL;;2019;2;"Network Security; Location Privacy; Revocation";1,72;2;"Authentication; Electronic Cash; Revocation";1,01;57212197249;https://www.scopus.com/authid/detail.uri?authorId=57212197249;DTC-6581-2022;https://orcid.org/0000-0001-5341-4299;not found;;not found;not found;not found;not found;not found;not found;7;7;2;5;2;4;2;7
Cataluña;Lleida;Universitat de Lleida;;;Plantilla:;4;Mujeres:;0;0;;"Quantum Cryptography; Elliptic Curves; Diffie-Hellman; Network Security; Location Privacy; Revocation; Quantum Cryptography; Elliptic Curves; Diffie-Hellman; Network Security; Location Privacy; Revocation";1,555;;"Advanced Metering Infrastructures; Internet Of Things; Privacy Preserving; Authentication; Electronic Cash; Revocation; Restricted Edge Connectivity; Fault Tolerance; Digraph; Authentication; Electronic Cash; Revocation";0,94;;;;;;;;;;;;;388;;8;39;;10;9;444
Cataluña;Tarragona;Universitat Rovira I Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Josep Domingo-Ferrer;Catedrático Distinguido;;;1990;11;"Anonymization; K-Anonymity; Big Data";0,8;9;"Privacy Preserving; Randomized Response; Differential Privacy";2;7004014928;https://www.scopus.com/authid/detail.uri?authorId=7004014928;DWG-1534-2022;https://orcid.org/0000-0001-7213-4962;https://scholar.google.com/citations?hl=en&user=iWy055wAAAAJ;;17592;68;233;6655;41;129;8271;5418;46;354;239;35;57;12931,5
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Maria Bras Amorós;Catedrático;;1;2003;5;"Numerical Semigroup; Frobenius Number; Set";0,64;3;"Curve; Algebraic-geometric Codes; Galois Field";0,54;23007363700;https://www.scopus.com/authid/detail.uri?authorId=23007363700;H-8562-2015;https://orcid.org/0000-0002-3481-004X;https://scholar.google.com/citations?user=9Mphw0wAAAAJ&hl=en;;973;17;25;363;11;12;479;291;14;56;27;18;15,5;726
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;David Sànchez Ruenes;Catedrático;;;2002;10;"Anonymization; K-Anonymity; Big Data";0,8;4;"Private Information Retrieval; Messages; Single Server";1,98;55672489100;https://www.scopus.com/authid/detail.uri?authorId=55672489100;B-5275-2012;https://orcid.org/0000-0001-7275-7887;https://scholar.google.es/citations?hl=es-ES&user=_ga612YAAAAJ;;7090;46;112;3089;30;76;4080;2638;34;171;79;52;40;5585
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Jordi Castellà-Roca;Personal Docente Investigador;;;2003;5;"Motor Transportation; Capacity Expansion; Privacy Preserving";0,54;4;"Anonymization; K-Anonymity; Big Data";0,8;6506829950;https://www.scopus.com/authid/detail.uri?authorId=6506829950;L-5837-2014;https://orcid.org/0000-0002-0037-9888;https://scholar.google.com/citations?user=Ubb1n5sAAAAJ&hl=es;;1693;21;40;552;14;21;771;521;15;71;54;14;18;1232
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Alexandre Viejo Galicia;Personal Docente Investigador;;;2007;5;"Motor Transportation; Capacity Expansion; Privacy Preserving";0,54;2;"Access Control; Encryption; Diffie-Hellman";1,15;16242964700;https://www.scopus.com/authid/detail.uri?authorId=16242964700;B-4469-2016;https://orcid.org/0000-0003-2342-5100;https://scholar.google.com/citations?user=9GSRSkYAAAAJ&hl=es;;1533;22;40;650;14;28;816;580;16;66;38;21;19;1174,5
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Oriol Farràs Ventura;Personal Docente Investigador;;;2007;7;"Visual Cryptography; Secret Sharing Scheme; Access Structure";0,66;3;"Cryptography; Public Key Encryption; Equality Test";1,08;23392298400;https://www.scopus.com/authid/detail.uri?authorId=23392298400;A-4168-2011;https://orcid.org/0000-0002-7495-5980;https://scholar.google.es/citations?hl=es-ES&user=Ft9l1BsAAAAJ;;995;15;19;591;13;15;583;450;15;46;43;14;15;789
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Montserrat Batet Sanromà;Personal Docente Investigador;;1;2008;7;"Anonymization; K-Anonymity; Big Data";0,8;2;"Gene Ontology; Semantic Similarity; Bioinformatics";1,84;23096933900;https://www.scopus.com/authid/detail.uri?authorId=23096933900;B-1203-2014;https://orcid.org/0000-0001-8174-7592;not found;;not found;not found;not found;not found;not found;not found;1948;1247;23;58;30;65;23;1948
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Sergio Martínez Lluis;Personal Docente Investigador;;;2009;;This author has no topics at the moment. ;;0;NA;0;55434918700;https://www.scopus.com/authid/detail.uri?authorId=55434918700;FYA-5521-2022;https://orcid.org/0000-0002-3941-5348;not found;;not found;not found;not found;not found;not found;not found;475;344;10;23;12;40;10;475
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Alberto Blanco Justicia;Director de Investigación;;;2014;2;"Fairness; Discrimination (Psychology); Transfer Of Learning";3,8;2;"Privacy Preserving; Randomized Response; Differential Privacy";2;56127124300;https://www.scopus.com/authid/detail.uri?authorId=56127124300;M-6667-2019;https://orcid.org/0000-0002-1108-8082;not found;;not found;not found;not found;not found;not found;not found;140;120;6;26;14;10;6;140
