CustomerID,NombreCliente,Edad,Genero,Ciudad,FrecuenciaCompra,MontoTotalCompras,FechaUltimaCompra,TipoProducto,IDProducto,PrecioProducto,CantidadComprada,DescuentoAplicado,ValoracionCliente,FechaCompra,MetodoPago,TiempoRespuesta,TotalItems,PromocionActiva,TotalCompraConDescuento,RecomendacionCliente,Reclamos
CUST2781,Cliente_1781,45,F.,Valparaíso,12,5352.62,,Herramientas,PROD2781,100.84,4,19,5,2020-03-14 00:00:00,EFT,13,4,No,1508.85,Sí,0
CUST2782,Cliente_1782,55,Female,Antofagasta,4,621.56,2019-02-23,Tecnología,PROD2782,436.64,3,30,5,2021-02-20 00:00:00,tarj,20,1,Unknown,1010.41,Sí,3
CUST2783,Cliente_1783,31,F,La Serena,14,9458.31,,Accesorios,PROD2783,240.07,4,10,5,2021-02-07 00:00:00,Tarjeta,21,3,Sí,1858.84,Sí,0
CUST2784,Cliente_1784,64,M.,nan,16,3684.56,2020-09-20,Accesorios,PROD2784,259.97,2,19,1,2022-08-11 00:00:00,EFT,15,7,No,3621.69,Sí,3
CUST2785,Cliente_1785,31,Female,Santiago,21,4943.95,2018-01-05,Herramientas,PROD2785,213.74,4,20,3,2022-12-14 00:00:00,EFT,54,1,No,,No,1
CUST2786,Cliente_1786,60,F,Unknown,4,1139.98,2022-11-08,Muebles,PROD2786,208.22,3,26,4,2018-03-11 00:00:00,Crédito,37,6,Unknown,3050.54,Sí,0
CUST2787,Cliente_1787,28,Female,Santiago,12,422.19,2022-04-22,Herramientas,PROD2787,349.5,1,3,5,2023-06-26 00:00:00,Efectivo,5,7,Unknown,4674.65,Sí,0
CUST2788,Cliente_1788,26,F.,Valparaíso,19,4731.39,2018-10-23,Herramientas,PROD2788,382.11,2,27,1,2018-12-12 00:00:00,tarj,9,9,Sí,478.6,Sí,1
CUST2789,Cliente_1789,55,M.,Santiago,19,1304.51,2018-09-28,Herramientas,PROD2789,396.64,4,9,2,2020-08-13 00:00:00,EFT,48,2,Unknown,3939.21,Sí,0
CUST2790,Cliente_1790,64,M,La Serena,12,6340.16,2024-10-30,Accesorios,PROD2790,267.35,4,7,2,2020-12-23 00:00:00,Tarjeta,-1,7,Sí,507.24,No,0
CUST2791,Cliente_1791,61,M.,Valparaíso,15,7965.36,2019-03-03,Muebles,PROD2791,353.98,4,1,4,2020-01-11 00:00:00,Tarjeta,22,4,No,4447.36,No,1
CUST2792,Cliente_1792,23,M,Unknown,29,413.54,2020-08-04,Electrodomésticos,PROD2792,391.02,2,10,1,2020-01-27 00:00:00,Crédito,15,7,Sí,2622.73,Sí,2
CUST2793,Cliente_1793,18,Male,nan,3,6161.0,2020-07-24,Accesorios,PROD2793,344.83,4,2,2,2019-02-10 00:00:00,Efectivo,50,4,Sí,469.8,No,0
CUST2794,Cliente_1794,42,F.,La Serena,19,8174.7,2020-08-04,Herramientas,PROD2794,104.89,1,-1,4,2021-04-25 00:00:00,EFT,41,8,Unknown,4088.77,Sí,2
CUST2795,Cliente_1795,33,F.,nan,22,4450.34,2018-03-11,Accesorios,PROD2795,358.77,2,14,5,2020-06-05 00:00:00,EFT,21,9,Unknown,2596.14,No,3
CUST2796,Cliente_1796,69,F.,nan,15,9601.08,2023-07-25,Tecnología,PROD2796,327.59,4,28,4,2019-02-02 00:00:00,Efectivo,41,2,Unknown,3565.9,No,2
CUST2797,Cliente_1797,32,M.,Valparaíso,20,1200.83,2018-05-17,Muebles,PROD2797,57.15,2,23,3,2018-04-12 00:00:00,tarj,30,5,No,3024.77,No,2
CUST2798,Cliente_1798,51,M,Valparaíso,29,3297.55,2021-07-15,Electrodomésticos,PROD2798,326.64,1,26,5,2018-01-20 00:00:00,EFT,31,5,Unknown,503.24,No,4
CUST2799,Cliente_1799,34,Male,La Serena,23,2377.74,2019-03-21,Muebles,PROD2799,438.79,1,0,2,2022-04-26 00:00:00,Crédito,48,9,Sí,2433.08,No,4
CUST2800,Cliente_1800,20,Male,Valparaíso,7,9962.29,2023-06-23,Tecnología,PROD2800,212.49,4,-1,4,2021-01-08 00:00:00,Tarjeta,31,2,Sí,3387.52,Sí,0
CUST2801,Cliente_1801,20,Male,La Serena,4,3012.35,2022-05-30,Electrodomésticos,PROD2801,75.44,2,2,1,2019-10-25 00:00:00,Efectivo,13,7,Sí,771.44,No,4
CUST2802,Cliente_1802,54,Female,Santiago,1,3940.47,2021-05-13,Accesorios,PROD2802,309.21,1,-1,1,2024-03-24 00:00:00,Efectivo,6,8,No,156.77,Sí,0
CUST2803,Cliente_1803,34,M.,Unknown,9,8491.4,2018-02-20,Electrodomésticos,PROD2803,127.1,4,19,2,N/A,Efectivo,17,2,Unknown,2216.8,Sí,2
CUST2804,Cliente_1804,66,M.,Santiago,7,9306.64,2021-01-27,Herramientas,PROD2804,277.07,3,3,5,2020-10-03 00:00:00,EFT,25,2,No,590.07,Sí,3
CUST2805,Cliente_1805,69,F.,Unknown,22,9383.7,2020-01-13,Tecnología,PROD2805,337.94,3,-1,4,N/A,tarj,13,2,No,3853.46,No,2
CUST2806,Cliente_1806,55,M.,Antofagasta,5,5625.86,2019-08-16,Herramientas,PROD2806,260.04,4,4,3,2023-07-07 00:00:00,tarj,56,7,Sí,3303.97,No,0
CUST2807,Cliente_1807,18,M.,Concepción,25,6666.69,2024-05-05,Tecnología,PROD2807,161.21,3,10,5,2024-09-20 00:00:00,Efectivo,13,1,Unknown,1432.06,Sí,3
CUST2808,Cliente_1808,24,Female,Concepción,29,3556.8,2018-03-05,Accesorios,PROD2808,429.95,2,9,3,2018-11-05 00:00:00,Tarjeta,49,7,Sí,3445.76,Sí,4
CUST2809,Cliente_1809,43,M.,Santiago,9,6110.87,2019-01-27,Accesorios,PROD2809,76.6,4,16,4,2023-05-09 00:00:00,EFT,30,4,No,4915.17,No,1
CUST2810,Cliente_1810,64,M,Antofagasta,26,3097.21,2018-02-06,Herramientas,PROD2810,30.97,1,14,1,2024-10-29 00:00:00,EFT,7,7,Sí,1558.01,No,3
CUST2811,Cliente_1811,56,Male,Concepción,27,7485.68,2023-06-15,Tecnología,PROD2811,416.08,2,6,1,2024-09-13 00:00:00,Crédito,5,6,Sí,672.46,No,4
CUST2812,Cliente_1812,36,Female,La Serena,6,3141.38,,Tecnología,PROD2812,26.74,1,24,1,2020-07-23 00:00:00,Efectivo,43,4,Unknown,3190.13,Sí,0
CUST2813,Cliente_1813,69,Female,La Serena,24,8806.17,2021-02-07,Accesorios,PROD2813,248.72,1,20,1,2021-08-25 00:00:00,Crédito,19,6,No,3861.34,Sí,4
CUST2814,Cliente_1814,47,F.,Valparaíso,23,1520.49,2022-04-04,Muebles,PROD2814,273.54,2,-1,2,2021-05-25 00:00:00,EFT,13,6,No,1605.37,No,0
CUST2815,Cliente_1815,60,M.,Concepción,12,5760.87,2023-06-02,Herramientas,PROD2815,175.8,3,18,5,2022-06-08 00:00:00,EFT,50,5,Sí,1042.02,No,1
CUST2816,Cliente_1816,31,Male,nan,13,5254.69,2021-12-11,Herramientas,PROD2816,145.17,2,14,4,2020-08-30 00:00:00,Efectivo,48,2,No,3320.3,Sí,3
CUST2817,Cliente_1817,30,M,La Serena,1,2710.8,2021-02-19,Tecnología,PROD2817,372.73,2,20,5,2023-01-13 00:00:00,EFT,28,2,Sí,4501.41,Sí,0
CUST2818,Cliente_1818,37,Male,Concepción,15,377.22,2022-09-11,Electrodomésticos,PROD2818,189.51,4,21,2,2021-06-29 00:00:00,Crédito,43,4,Unknown,4528.06,Sí,3
CUST2819,Cliente_1819,43,F,Valparaíso,16,1570.48,2019-06-03,Accesorios,PROD2819,70.63,2,21,1,N/A,tarj,14,4,Sí,2728.05,Sí,0
CUST2820,Cliente_1820,44,Male,Santiago,2,9682.72,2023-08-10,Accesorios,PROD2820,236.96,3,21,5,2018-02-10 00:00:00,tarj,57,4,No,1382.35,No,0
CUST2821,Cliente_1821,42,M,Antofagasta,9,9418.91,2022-08-12,Muebles,PROD2821,365.92,2,23,2,2021-07-02 00:00:00,Tarjeta,46,1,Unknown,2737.52,No,2
CUST2822,Cliente_1822,26,M,nan,10,1281.08,2024-09-06,Electrodomésticos,PROD2822,160.98,3,28,4,2018-09-04 00:00:00,Efectivo,7,9,Unknown,752.15,Sí,0
CUST2823,Cliente_1823,58,M,Valparaíso,20,3811.12,,Electrodomésticos,PROD2823,74.73,3,19,5,2021-07-21 00:00:00,EFT,31,4,No,1063.93,No,1
CUST2824,Cliente_1824,65,Female,Valparaíso,27,4704.75,2024-06-08,Electrodomésticos,PROD2824,177.14,2,-1,3,2019-02-04 00:00:00,EFT,11,8,No,1703.53,No,0
CUST2825,Cliente_1825,29,Female,Valparaíso,16,4832.91,2022-10-08,Muebles,PROD2825,277.28,3,10,5,2022-07-08 00:00:00,Crédito,-1,1,Unknown,3912.77,No,2
CUST2826,Cliente_1826,27,F,Antofagasta,15,3058.32,2019-12-08,Accesorios,PROD2826,59.85,3,5,2,2019-11-05 00:00:00,Tarjeta,18,8,No,4657.36,Sí,2
CUST2827,Cliente_1827,23,Male,La Serena,3,9138.23,2018-09-25,Electrodomésticos,PROD2827,124.93,3,-1,3,2018-03-28 00:00:00,Tarjeta,31,7,Unknown,2998.69,Sí,2
CUST2828,Cliente_1828,67,M.,Concepción,2,9094.06,2024-10-05,Accesorios,PROD2828,485.71,1,10,1,2024-09-21 00:00:00,Crédito,21,8,No,3620.66,No,2
CUST2829,Cliente_1829,51,F.,Santiago,8,287.39,2018-09-21,Accesorios,PROD2829,110.04,4,7,3,2018-12-24 00:00:00,Efectivo,1,5,Sí,1553.73,No,4
CUST2830,Cliente_1830,69,F,Unknown,16,6535.01,2020-04-01,Muebles,PROD2830,41.12,3,20,1,2021-10-17 00:00:00,Crédito,25,6,Unknown,548.32,Sí,2
CUST2831,Cliente_1831,58,M.,Santiago,23,836.19,2023-07-16,Accesorios,PROD2831,221.76,2,30,1,2022-08-08 00:00:00,EFT,9,9,No,,Sí,1
CUST2832,Cliente_1832,36,M.,nan,9,6015.23,2020-06-21,Tecnología,PROD2832,46.18,1,8,1,N/A,EFT,54,9,No,2164.5,No,3
CUST2833,Cliente_1833,23,F,Antofagasta,3,8682.24,2023-03-05,Accesorios,PROD2833,16.64,3,24,2,2020-04-27 00:00:00,tarj,43,8,Unknown,3181.58,Sí,0
CUST2834,Cliente_1834,19,Male,Santiago,17,6530.36,2020-08-22,Tecnología,PROD2834,17.59,4,17,5,N/A,Tarjeta,18,3,Unknown,2561.29,Sí,0
CUST2835,Cliente_1835,32,F.,nan,13,4742.38,2019-03-08,Electrodomésticos,PROD2835,155.26,4,25,1,2022-09-05 00:00:00,tarj,14,8,Sí,100.48,Sí,3
CUST2836,Cliente_1836,34,M.,nan,16,9583.17,2023-06-11,Tecnología,PROD2836,46.16,2,27,2,2018-12-04 00:00:00,Efectivo,-1,1,No,3785.64,No,1
CUST2837,Cliente_1837,33,Female,Antofagasta,25,7491.33,2019-04-23,Electrodomésticos,PROD2837,104.52,3,7,5,2020-03-14 00:00:00,Efectivo,37,2,No,636.39,No,2
CUST2838,Cliente_1838,45,Female,Antofagasta,5,2568.16,2019-10-17,Tecnología,PROD2838,327.65,2,-1,1,2020-06-06 00:00:00,Tarjeta,-1,4,Sí,4015.23,No,4
CUST2839,Cliente_1839,38,F,Concepción,5,3930.68,2022-10-27,Tecnología,PROD2839,151.3,4,25,1,2022-05-19 00:00:00,Tarjeta,46,5,Sí,3464.06,Sí,3
CUST2840,Cliente_1840,25,F.,Concepción,3,7622.77,2022-07-22,Electrodomésticos,PROD2840,291.99,3,24,1,2023-05-30 00:00:00,Tarjeta,22,2,Sí,2229.05,No,0
CUST2841,Cliente_1841,27,F.,Antofagasta,13,291.21,2024-05-14,Muebles,PROD2841,211.54,3,-1,3,2023-03-01 00:00:00,Efectivo,15,5,Sí,216.96,Sí,0
CUST2842,Cliente_1842,27,M.,Concepción,8,733.24,2024-06-25,Accesorios,PROD2842,443.52,2,12,2,2018-02-19 00:00:00,Efectivo,25,1,Unknown,2790.37,Sí,0
CUST2843,Cliente_1843,67,F,La Serena,8,8608.29,2021-04-10,Tecnología,PROD2843,351.25,1,0,1,2018-04-03 00:00:00,tarj,49,2,Sí,3589.49,Sí,4
CUST2844,Cliente_1844,27,F.,Valparaíso,17,525.17,2024-02-16,Herramientas,PROD2844,427.73,2,6,4,2024-10-28 00:00:00,tarj,24,9,Unknown,4683.42,Sí,0
CUST2845,Cliente_1845,26,F.,Santiago,15,6817.29,2022-06-16,Muebles,PROD2845,264.26,4,7,5,2022-09-11 00:00:00,tarj,47,9,Unknown,2991.7,No,4
CUST2846,Cliente_1846,45,Female,Santiago,4,3257.17,2022-04-16,Accesorios,PROD2846,392.79,1,5,1,2020-03-30 00:00:00,tarj,29,7,Sí,,Sí,2
CUST2847,Cliente_1847,41,F,Unknown,22,8276.33,2023-02-05,Muebles,PROD2847,311.63,4,1,4,2023-06-14 00:00:00,tarj,18,7,Unknown,3870.57,No,4
CUST2848,Cliente_1848,36,M.,Santiago,25,8488.73,2021-04-05,Muebles,PROD2848,374.52,3,16,5,2022-01-03 00:00:00,tarj,35,6,Unknown,3130.74,Sí,4
CUST2849,Cliente_1849,50,M.,Santiago,18,9538.06,2020-04-03,Electrodomésticos,PROD2849,345.46,3,13,1,2024-01-14 00:00:00,Efectivo,13,8,Sí,1384.26,No,2
CUST2850,Cliente_1850,21,Female,La Serena,7,1045.94,2020-09-19,Herramientas,PROD2850,157.25,3,11,1,2021-08-13 00:00:00,Crédito,30,6,No,1050.13,No,1
CUST2851,Cliente_1851,20,M,La Serena,10,4286.19,2024-03-22,Accesorios,PROD2851,71.45,3,3,5,2018-11-11 00:00:00,tarj,49,6,No,2532.99,No,2
CUST2852,Cliente_1852,59,M,Valparaíso,1,5782.19,2019-05-24,Muebles,PROD2852,405.15,4,19,1,2018-01-06 00:00:00,Efectivo,7,5,No,3408.12,No,0
CUST2853,Cliente_1853,29,F.,Antofagasta,26,9168.96,2019-12-23,Electrodomésticos,PROD2853,47.89,4,5,4,2018-07-29 00:00:00,Efectivo,52,6,Unknown,1654.62,No,4
CUST2854,Cliente_1854,35,Male,Concepción,4,2738.49,2023-11-02,Accesorios,PROD2854,306.53,1,-1,5,2023-03-09 00:00:00,tarj,47,8,No,187.72,No,2
CUST2855,Cliente_1855,40,Female,Valparaíso,26,809.11,2018-08-21,Electrodomésticos,PROD2855,494.5,1,-1,2,2020-09-21 00:00:00,Efectivo,23,9,Unknown,3010.85,No,1
CUST2856,Cliente_1856,37,Male,Unknown,11,2097.47,2023-11-24,Accesorios,PROD2856,99.52,3,29,1,2021-03-14 00:00:00,EFT,9,7,No,881.47,No,1
CUST2857,Cliente_1857,23,F.,Santiago,15,5006.23,2024-08-28,Muebles,PROD2857,374.31,3,16,4,2020-11-05 00:00:00,Tarjeta,3,1,Unknown,364.66,No,2
CUST2858,Cliente_1858,51,Female,Concepción,15,6842.4,2018-06-21,Tecnología,PROD2858,477.05,4,19,5,2020-06-17 00:00:00,Efectivo,35,8,Sí,4053.82,No,2
CUST2859,Cliente_1859,59,M.,Unknown,28,6937.67,2018-03-24,Herramientas,PROD2859,252.79,2,30,2,2021-11-29 00:00:00,tarj,16,2,Unknown,1380.83,Sí,1
CUST2860,Cliente_1860,19,Female,Valparaíso,23,839.17,2018-07-28,Tecnología,PROD2860,290.77,2,16,4,2023-11-26 00:00:00,EFT,-1,6,No,1600.7,Sí,1
CUST2861,Cliente_1861,47,F,Santiago,3,7637.96,2018-01-09,Tecnología,PROD2861,190.16,4,12,4,2021-06-23 00:00:00,Crédito,10,9,Sí,3323.34,Sí,1
CUST2862,Cliente_1862,26,Male,Valparaíso,19,6636.37,,Muebles,PROD2862,226.46,1,14,3,N/A,EFT,22,9,No,1120.91,Sí,3
CUST2863,Cliente_1863,44,Female,Santiago,20,4134.68,2023-06-22,Electrodomésticos,PROD2863,318.75,4,9,2,2022-01-08 00:00:00,Crédito,8,4,Unknown,840.69,No,3
CUST2864,Cliente_1864,59,Male,nan,24,5753.75,2022-08-29,Herramientas,PROD2864,437.01,1,18,5,2018-08-03 00:00:00,Efectivo,45,3,Sí,95.95,Sí,1
CUST2865,Cliente_1865,51,F.,Santiago,14,7700.63,2021-05-28,Tecnología,PROD2865,476.64,4,23,5,2023-11-09 00:00:00,Tarjeta,13,4,Sí,3831.97,Sí,0
CUST2866,Cliente_1866,57,Female,nan,3,2694.72,2020-05-31,Electrodomésticos,PROD2866,276.18,2,7,1,2021-10-17 00:00:00,Efectivo,24,8,No,4029.79,No,3
CUST2867,Cliente_1867,41,M,La Serena,8,9406.33,2023-11-05,Herramientas,PROD2867,393.31,2,13,1,2018-11-10 00:00:00,Efectivo,45,8,Sí,3671.01,No,3
CUST2868,Cliente_1868,66,Male,Santiago,10,1463.9,2022-06-11,Muebles,PROD2868,370.87,2,10,5,2023-11-09 00:00:00,Tarjeta,59,1,No,2543.04,No,4
CUST2869,Cliente_1869,34,M.,Valparaíso,9,9032.01,2021-10-17,Herramientas,PROD2869,131.04,3,1,5,2019-04-11 00:00:00,Efectivo,15,7,Unknown,3191.91,Sí,2
CUST2870,Cliente_1870,46,M.,Concepción,28,7434.49,2021-08-16,Accesorios,PROD2870,236.31,3,23,2,2023-08-08 00:00:00,EFT,27,9,Unknown,370.76,Sí,2
CUST2871,Cliente_1871,53,Female,La Serena,24,6639.13,2021-06-16,Muebles,PROD2871,344.92,2,29,5,2021-09-15 00:00:00,EFT,53,3,Sí,1442.81,No,2
CUST2872,Cliente_1872,67,M.,nan,15,920.79,2022-10-16,Tecnología,PROD2872,73.16,4,5,4,N/A,Efectivo,-1,7,No,2036.18,No,4
CUST2873,Cliente_1873,29,M.,Concepción,24,9198.15,2021-09-12,Accesorios,PROD2873,443.15,3,5,4,2024-07-13 00:00:00,EFT,54,2,Unknown,375.02,No,1
CUST2874,Cliente_1874,48,Male,nan,9,3023.77,2022-07-15,Electrodomésticos,PROD2874,207.25,3,7,4,2024-10-03 00:00:00,EFT,52,2,No,2108.69,Sí,3
CUST2875,Cliente_1875,66,Female,Unknown,4,7481.56,2021-10-14,Tecnología,PROD2875,232.21,4,27,3,2022-01-16 00:00:00,tarj,17,8,Sí,1504.99,Sí,2
CUST2876,Cliente_1876,26,Male,Antofagasta,12,8859.53,2024-04-18,Accesorios,PROD2876,436.17,4,-1,2,2018-05-01 00:00:00,Tarjeta,52,3,Sí,133.97,Sí,0
CUST2877,Cliente_1877,36,Female,Concepción,19,2518.41,2023-04-29,Muebles,PROD2877,94.41,2,28,5,2024-02-04 00:00:00,EFT,2,7,Sí,3019.08,Sí,3
CUST2878,Cliente_1878,63,M.,Antofagasta,24,9154.55,2023-07-20,Accesorios,PROD2878,27.41,4,21,1,2023-04-06 00:00:00,Crédito,37,1,No,4872.29,Sí,1
CUST2879,Cliente_1879,63,Female,Unknown,1,6158.22,2021-06-24,Accesorios,PROD2879,150.16,3,22,3,2020-05-12 00:00:00,tarj,-1,2,No,4622.13,Sí,3
CUST2880,Cliente_1880,34,F.,Antofagasta,14,6624.41,2024-09-19,Tecnología,PROD2880,83.61,2,-1,2,2021-03-06 00:00:00,Crédito,28,2,Sí,2532.4,Sí,0
CUST2881,Cliente_1881,19,Female,La Serena,10,9153.68,2022-03-11,Accesorios,PROD2881,492.94,3,19,1,2020-11-10 00:00:00,EFT,25,4,No,3111.35,No,0
CUST2882,Cliente_1882,57,F,Concepción,1,5314.68,2018-06-23,Herramientas,PROD2882,287.42,2,26,4,2022-12-16 00:00:00,Crédito,38,6,No,4909.7,Sí,2
CUST2883,Cliente_1883,22,Female,nan,4,4462.41,2024-07-25,Tecnología,PROD2883,286.62,4,23,3,2019-02-06 00:00:00,Efectivo,30,7,No,2474.04,No,4
CUST2884,Cliente_1884,56,F,Santiago,10,6368.99,2018-12-19,Herramientas,PROD2884,399.11,1,-1,2,2021-07-13 00:00:00,Efectivo,10,1,Sí,3732.42,No,0
CUST2885,Cliente_1885,65,Male,La Serena,3,5584.83,2022-03-17,Accesorios,PROD2885,136.67,1,1,4,2023-05-23 00:00:00,Tarjeta,6,4,Unknown,2406.3,No,3
CUST2886,Cliente_1886,33,F,La Serena,26,708.61,2021-10-25,Herramientas,PROD2886,266.11,3,25,2,2019-07-09 00:00:00,Crédito,53,4,No,2659.73,No,3
CUST2887,Cliente_1887,34,Male,Santiago,16,1886.87,2020-02-29,Muebles,PROD2887,79.65,1,-1,1,2020-04-08 00:00:00,tarj,42,2,Unknown,2072.52,No,4
CUST2888,Cliente_1888,44,Female,Concepción,18,234.31,2023-06-23,Muebles,PROD2888,55.81,2,28,4,2023-08-19 00:00:00,Tarjeta,32,3,Unknown,2300.57,Sí,4
CUST2889,Cliente_1889,24,Male,nan,25,1170.81,2021-06-16,Accesorios,PROD2889,225.45,1,22,5,2022-11-30 00:00:00,Tarjeta,42,6,No,,No,2
CUST2890,Cliente_1890,69,M.,La Serena,12,7325.51,,Herramientas,PROD2890,457.32,4,30,5,2022-03-03 00:00:00,tarj,52,9,No,,Sí,1
CUST2891,Cliente_1891,25,F.,Antofagasta,28,146.64,2022-06-29,Accesorios,PROD2891,226.12,2,10,5,N/A,EFT,10,2,Unknown,1802.13,No,4
CUST2892,Cliente_1892,25,Female,Santiago,28,3113.61,2024-08-18,Muebles,PROD2892,231.35,2,27,4,2019-12-20 00:00:00,tarj,9,6,Unknown,4164.6,No,0
CUST2893,Cliente_1893,40,F,nan,21,4548.28,2022-01-11,Herramientas,PROD2893,433.9,1,0,2,2021-01-14 00:00:00,EFT,31,9,Sí,2928.87,Sí,4
CUST2894,Cliente_1894,49,F.,Valparaíso,19,9384.34,2023-04-04,Muebles,PROD2894,150.16,2,5,5,2022-08-16 00:00:00,Crédito,17,5,No,2796.58,Sí,4
CUST2895,Cliente_1895,60,M,La Serena,9,3337.37,2019-11-01,Herramientas,PROD2895,250.04,4,25,5,2020-04-22 00:00:00,Tarjeta,57,4,Unknown,464.08,Sí,2
CUST2896,Cliente_1896,64,F.,nan,24,7852.99,2019-04-19,Tecnología,PROD2896,90.56,2,23,3,2021-04-27 00:00:00,EFT,-1,8,No,,No,3
CUST2897,Cliente_1897,35,Female,Antofagasta,20,4146.78,2024-05-26,Accesorios,PROD2897,424.63,1,28,4,2019-01-02 00:00:00,EFT,43,8,No,2261.38,Sí,4
CUST2898,Cliente_1898,55,F.,Concepción,26,1075.06,2021-10-11,Herramientas,PROD2898,28.22,4,-1,3,2023-12-19 00:00:00,Efectivo,10,7,Sí,2654.85,No,4
CUST2899,Cliente_1899,29,F.,Concepción,5,1078.55,2020-08-17,Herramientas,PROD2899,212.43,2,16,1,2022-07-21 00:00:00,tarj,42,2,Sí,4052.97,Sí,3
CUST2900,Cliente_1900,32,M.,Santiago,27,4381.09,2019-07-24,Tecnología,PROD2900,145.52,3,13,3,2024-07-27 00:00:00,tarj,38,3,Sí,2330.2,Sí,4
CUST2901,Cliente_1901,45,Male,Antofagasta,28,673.04,2022-09-16,Electrodomésticos,PROD2901,136.06,3,25,4,2019-02-15 00:00:00,Crédito,43,9,Unknown,3761.63,Sí,0
CUST2902,Cliente_1902,55,F.,Santiago,5,5759.03,2020-01-06,Tecnología,PROD2902,129.65,4,8,3,2021-09-17 00:00:00,tarj,6,8,Unknown,388.41,Sí,4
CUST2903,Cliente_1903,67,F,La Serena,8,4987.13,2019-07-23,Herramientas,PROD2903,191.07,2,21,5,2019-04-02 00:00:00,Tarjeta,-1,3,Unknown,4529.51,Sí,4
CUST2904,Cliente_1904,48,F,Santiago,7,7055.1,2020-09-11,Electrodomésticos,PROD2904,451.73,3,24,3,2021-04-26 00:00:00,Crédito,27,9,Unknown,662.18,No,2
CUST2905,Cliente_1905,69,M.,Valparaíso,19,1937.65,2024-08-20,Muebles,PROD2905,357.3,1,19,5,2024-09-20 00:00:00,Tarjeta,38,8,Unknown,,No,2
CUST2906,Cliente_1906,26,F.,Santiago,22,5970.0,2022-11-30,Accesorios,PROD2906,445.82,4,5,1,2019-05-25 00:00:00,Crédito,43,9,Unknown,4504.22,No,1
CUST2907,Cliente_1907,25,F.,Santiago,22,1827.77,2024-04-29,Electrodomésticos,PROD2907,106.26,1,23,3,2023-11-08 00:00:00,Crédito,57,3,No,1770.88,No,2
CUST2908,Cliente_1908,63,M.,La Serena,18,7250.11,2020-05-29,Muebles,PROD2908,426.07,2,16,4,2024-03-19 00:00:00,Efectivo,6,8,No,2300.97,No,3
CUST2909,Cliente_1909,36,Female,Antofagasta,15,3140.87,2019-10-09,Herramientas,PROD2909,220.63,2,9,3,2022-01-27 00:00:00,Tarjeta,22,1,No,1290.75,No,4
CUST2910,Cliente_1910,68,M,nan,29,6182.72,2019-04-15,Electrodomésticos,PROD2910,490.72,4,2,1,2020-02-18 00:00:00,Efectivo,29,9,No,2007.97,Sí,0
CUST2911,Cliente_1911,25,M,nan,1,8838.5,2022-11-21,Tecnología,PROD2911,300.89,3,17,3,2019-08-02 00:00:00,Tarjeta,15,7,Unknown,406.09,No,4
CUST2912,Cliente_1912,51,Male,Valparaíso,7,4933.52,2021-05-11,Accesorios,PROD2912,248.81,4,19,5,2019-04-20 00:00:00,Tarjeta,47,7,Unknown,3242.42,No,4
CUST2913,Cliente_1913,21,F,Santiago,19,2003.69,2018-11-09,Tecnología,PROD2913,463.35,3,16,2,2019-01-07 00:00:00,Efectivo,51,6,Unknown,3230.5,No,0
CUST2914,Cliente_1914,48,Female,La Serena,5,8872.62,2021-07-10,Tecnología,PROD2914,196.85,4,13,4,2019-11-23 00:00:00,Tarjeta,2,7,Unknown,,Sí,2
CUST2915,Cliente_1915,55,F,La Serena,8,3649.94,2024-07-13,Accesorios,PROD2915,376.89,2,13,1,2022-05-05 00:00:00,Efectivo,-1,6,Sí,2181.63,No,2
CUST2916,Cliente_1916,20,Female,nan,5,7329.5,2022-06-10,Tecnología,PROD2916,241.95,3,10,4,2024-10-03 00:00:00,EFT,18,5,Sí,,Sí,3
CUST2917,Cliente_1917,52,M.,La Serena,27,3268.95,2023-10-12,Herramientas,PROD2917,369.47,1,11,3,2021-06-01 00:00:00,Efectivo,10,4,Sí,2495.35,Sí,0
CUST2918,Cliente_1918,36,Male,Antofagasta,5,3052.33,2019-03-12,Tecnología,PROD2918,145.09,3,17,5,2019-01-26 00:00:00,Crédito,1,5,Sí,210.61,Sí,0
CUST2919,Cliente_1919,60,M.,Santiago,5,6456.08,2019-04-03,Herramientas,PROD2919,209.28,1,28,2,2024-02-21 00:00:00,Tarjeta,13,8,No,1957.19,Sí,0
CUST2920,Cliente_1920,46,F,Concepción,11,1647.48,2020-03-07,Tecnología,PROD2920,179.21,1,2,2,2022-08-31 00:00:00,Crédito,52,6,Sí,2420.05,Sí,1
CUST2921,Cliente_1921,27,Male,nan,7,8683.04,2023-03-18,Herramientas,PROD2921,435.72,1,29,5,2018-06-16 00:00:00,Crédito,13,9,Sí,210.22,Sí,4
CUST2922,Cliente_1922,29,F.,Unknown,2,3937.48,2024-07-03,Electrodomésticos,PROD2922,465.0,2,28,3,N/A,Tarjeta,59,6,Sí,4431.66,Sí,1
CUST2923,Cliente_1923,63,Female,Unknown,17,290.85,2019-02-10,Herramientas,PROD2923,370.41,3,1,5,2022-03-15 00:00:00,Tarjeta,33,6,Unknown,4702.43,Sí,4
CUST2924,Cliente_1924,47,Female,nan,11,3123.82,2024-10-12,Accesorios,PROD2924,412.58,4,10,4,2023-10-26 00:00:00,Tarjeta,23,6,Unknown,2557.72,No,4
CUST2925,Cliente_1925,47,Male,Valparaíso,20,7871.17,2021-03-01,Tecnología,PROD2925,183.41,2,-1,4,2024-05-19 00:00:00,Tarjeta,33,7,Unknown,4944.69,Sí,2
